id_poliza,numero_poliza,id_cliente,tipo_cliente,documento_cliente,nombre_cliente,segmento,canal_origen,intermediario_id,intermediario_nombre,linea_negocio,producto,plan,moneda,suma_asegurada,deducible,coberturas_clave,fecha_inicio_vigencia,fecha_fin_vigencia,ciclo,estado_poliza,renovable,fecha_renovacion_estimada,estado_renovacion,motivo_no_renovacion,prima_neta,impuestos,prima_total,forma_pago,frecuencia_pago,estado_pago,dias_mora,valor_en_mora,fecha_ultimo_pago,numero_siniestros_12m,valor_siniestros_12m,ratio_siniestralidad_12m,score_riesgo,score_renovacion,categoria_prioridad,asesor_asignado_id,asesor_asignado_nombre,fecha_ultima_gestion,resultado_ultima_gestion,proxima_accion,fecha_proxima_accion,observaciones,telefono_cliente,email_cliente,ciudad_cliente,departamento_cliente,created_at,updated_at,fuente_dato,version_registro,antiguedad_cliente_meses,valor_total_primas_cliente,n_polisas_activas_cliente,lifetime_value_estimado,prob_churn,motivo_riesgo_churn,fecha_envio_cotizacion,fecha_respuesta_cliente,estado_cotizacion,competidor_reportado,descuento_ofrecido_pct,incremento_prima_pct,razon_ajuste_prima,metodo_recaudo,banco_recaudo,referencia_recaudo,promesa_pago_fecha,promesa_pago_valor,cobranza_etapa,cobranza_ult_gestion_fecha,cobranza_ult_resultado,semáforo_vencimiento,dias_para_vencimiento,ventana_renovacion_dias,kpi_retencion_cliente,kpi_retencion_producto,kpi_retencion_asesor,kpi_tiempo_promedio_renovacion_dias,kpi_contactabilidad,kpi_tasa_mora,kpi_siniestros_promedio_12m,kpi_ratio_siniestralidad_producto,riesgo_fraude_score,riesgo_fraude_flag,riesgo_cobertura_inadecuada_flag,nps_ultimo,csat_ultimo,quejas_12m,pqr_12m,reclamos_12m,canal_preferido_contacto,horario_preferido_contacto,idioma_preferido,consentimiento_marketing,consentimiento_whatsapp,consentimiento_email,broker_score,broker_tipo,broker_comision_pct,broker_comision_valor,campaña_actual,lead_source,utm_source,utm_medium,utm_campaign,ultima_interaccion_canal,ultima_interaccion_fecha,ultima_interaccion_detalle,sla_respuesta_horas,sla_cumplido_flag,prioridad_operativa,estado_documentacion,documentos_faltantes,fecha_ultima_actualizacion_docs,tipo_factura,numero_factura,fecha_factura,fecha_venc_factura,anexo_renovacion_flag,fecha_emision_anexo,motivo_anexo,usuario_aprueba_anexo,riesgo_operacional_flag,riesgo_operacional_detalle,alertas_activas,alerta_principal,geoloc_lat,geoloc_lon,zona_riesgo_geo,indice_climatico_zona,canal_pago_preferido,autopago_flag,autopago_fecha_activacion,ticket_soporte_abierto_flag,ticket_soporte_id,ticket_soporte_estado,custom_field_001,custom_field_002,custom_field_003,custom_field_004,custom_field_005,custom_field_006,custom_field_007,custom_field_008,custom_field_009,custom_field_010,custom_field_011,custom_field_012,custom_field_013,custom_field_014,custom_field_015,custom_field_016,custom_field_017,custom_field_018,custom_field_019,custom_field_020,custom_field_021,custom_field_022,custom_field_023,custom_field_024,custom_field_025,custom_field_026,custom_field_027,custom_field_028,custom_field_029,custom_field_030,custom_field_031,custom_field_032,custom_field_033,custom_field_034,custom_field_035,custom_field_036,custom_field_037,custom_field_038,custom_field_039,custom_field_040,custom_field_041,custom_field_042,custom_field_043,custom_field_044,custom_field_045,custom_field_046,custom_field_047,custom_field_048,custom_field_049,custom_field_050,custom_field_051,custom_field_052,custom_field_053,custom_field_054,custom_field_055,custom_field_056,custom_field_057,custom_field_058,custom_field_059
POLXA8MKU1GPT,5935684-65,CLI6BHYZ1OV5V,jurídica,813901282,Empresa Herrera S.A.S.,Masivo,Digital,,,Cumplimiento,Cumplimiento Contratos,A,COP,17327400.0,$500.000,basica+asistencia,2024-03-11,2025-03-11,anual,vencida,sí,2025-03-11,aceptada,,5113100.0,901200.0,6014300.0,financiado,mensual,al_dia,0,0.0,2025-11-02,1,0.0,0.0,54,42,A,ASES002,Juan Pérez,2025-12-25,interesado,llamar,2026-01-23,Pendiente documentos,+573817300080,empresa.herrera62@example.com,Bucaramanga,Santander,2025-11-22,2026-01-11,broker,5,39,34281500.0,4,52315500.0,0.3146,mora,2026-01-14,2026-01-13,enviada,,0.1103,0.0318,Ajuste técnico,Débito automático,,RECVBRX8U73N,,0.0,normal,,,rojo,-316,45,0.8931,0.6354,0.9513,11,0.8899,0.0326,0.017,0.2032,5,no,sí,100,81,0,0,0,,,es,sí,sí,sí,56,,0.0,0.0,Renueva 2026,,google,email,renewals,llamada,2025-11-23,soporte,57,no,alta,incompleta,certificado_bancario,2025-12-13,manual,FAC6KK2NIPG4,2025-12-23,2026-02-05,sí,2025-12-12,actualizacion_datos,,sí,recaudo,2,docs,9.56054,-77.271316,alta,0.4981,Tarjeta,sí,2025-11-30,sí,TCKZ5VAIEGD57,,0.7017,,,,,,9079,,,2790,5673,,0.5565,,,,,7350,,,,0.3586,,,,,,,0.9113,5842,0.0209,,0.3158,4846,,0.0569,,,,0.7665,3267,,0.7021,600,,,,,,,,0.3314,3926,0.6757,,2985,,,
POLX70R3SDUDP,9025652-34,CLIRA3PLCGQLL,natural,1876928931,Camila Gómez,Masivo,Directo,,,Pyme,Pyme Multirriesgo,Silver,COP,2303900.0,$1.000.000,basica,2025-06-25,2026-06-25,anual,vigente,sí,2026-06-25,en_gestion,,3556300.0,467200.0,4023500.0,financiado,mensual,en_mora,76,2263900.0,2025-12-13,0,0.0,0.0,67,59,C,ASES002,Juan Pérez,2026-01-08,no_interesado,email,2026-02-09,Pendiente documentos,+573533181562,camila.gomez12@example.com,Barranquilla,Atlántico,2025-12-03,2025-12-30,core,5,107,22755400.0,6,45121100.0,0.1177,,,,,,0.0,0.1132,Ajuste técnico,Transferencia,Banco de Bogotá,RECJ6BVVBBBV,2026-01-27,1674900.0,preventiva,2026-01-04,no_contactado,verde,155,45,0.6765,0.6545,0.7904,17,0.6011,0.1542,0.9,0.2536,4,no,no,36,84,0,0,0,,noche,en,sí,sí,sí,71,,0.0,0.0,Winback,,,email,,llamada,2025-12-17,soporte,63,no,media,en_revision,,2025-12-08,,,,,sí,2025-11-16,actualizacion_datos,u_admin,sí,recaudo,0,,7.047453,-76.609423,media,0.6581,,no,,sí,TCK3KTX6QCALU,cerrado,,0.1514,,,,,486,,,0.4774,0.6018,,,,tag_b,0.5817,,tag_a,371,9385,2734,0.4015,,6068,,6966,NA,,0.3381,,5129,8822,0.1268,0.3917,,5216,,327,1991,,,170,,0.1627,,7771,,5163,,,,8701,,,,,,,
POLVUHIWZWT99,8217588-21,CLIMZ2RNO6CYS,natural,977146663,Mateo Gómez,PYME,Broker,BRKGT47S151,Broker Capital,Vida,Vida Grupo,B,COP,8364200.0,0,ampliada,2025-12-18,2026-06-16,semestral,vigente,sí,2026-06-16,en_gestion,,1022500.0,149600.0,1172100.0,financiado,anual,al_dia,0,0.0,2025-11-10,0,0.0,0.0,94,86,C,ASES002,Juan Pérez,2025-12-30,interesado,llamar,2026-01-25,Pendiente documentos,+573264473629,mateo.gomez12@example.com,Cartagena,Bolívar,2025-09-15,2026-01-12,crm,5,99,4982300.0,4,6032500.0,0.2055,,,,,,0.0,0.0526,Siniestralidad,Transferencia,,RECBESIRQ4TP,,0.0,normal,,,verde,146,45,0.9778,0.6514,0.8754,15,1.0,0.1076,0.946,0.3326,17,no,sí,71,95,0,0,0,whatsapp,,en,sí,no,sí,62,persona,0.0256,26200.0,Renueva 2026,,,email,renewals,email,2025-12-18,soporte,53,no,media,completa,,2025-12-05,electrónica,FACBYTE9AFPP,2025-11-17,2025-12-03,no,,,,no,,2,siniestro,10.264148,-75.320281,baja,0.2963,,sí,2025-08-12,sí,TCK7UUBRJ174W,abierto,,,,0.2771,,NA,flag_si,0.9409,0.1243,0.8751,0.9709,0.1772,0.7221,,,,,,,,,,8388,,,,0.0403,,0.4054,,9913,,0.5163,tag_a,,0.5806,0.9359,flag_no,,,,0.6723,tag_a,,0.4813,0.8097,,,,7376,,,0.9505,,,9692,0.0221,,2614
POLR095UHGCRK,3418487-33,CLIRWDWF1TQV0,natural,579114799,Camila Martínez,PYME,Alianza,,,Salud,Salud Premium,B,COP,20814300.0,$1.000.000,ampliada,2024-09-27,2024-12-26,trimestral,vencida,no,,,,1173600.0,191900.0,1365500.0,contado,trimestral,al_dia,0,0.0,2025-12-13,0,0.0,0.0,91,45,B,ASES004,Carlos Díaz,2025-12-19,no_interesado,llamar,2026-02-03,Cliente solicita ajuste de cobertura,+573693300251,camila.martinez87@example.com,Cartagena,Bolívar,2025-12-16,2026-01-03,broker,2,51,7464200.0,4,21342500.0,0.114,,,,,,0.0,0.0081,Cambio cobertura,PSE,Davivienda,RECTQXC72BM2,,0.0,normal,,,rojo,-391,45,0.8402,0.9285,0.8711,13,0.75,0.2477,0.961,0.2124,0,no,no,41,91,0,0,0,,mañana,es,sí,sí,sí,73,,0.0,0.0,Renueva 2026,callcenter,meta,organic,brand,whatsapp,2026-01-20,cambio cobertura,28,no,baja,incompleta,cedula,2025-12-28,electrónica,FACXGDH3U0RC,2025-12-03,2026-01-13,sí,2025-12-29,actualizacion_datos,u_admin,no,,2,docs,3.386902,-72.987318,alta,0.8263,Transferencia,sí,2025-05-13,sí,TCKUT9C4QLO9F,en_progreso,,,,,0.5411,,,flag_si,4998,7308,0.6051,,,3411,6892,5785,,,,,9874,0.2205,394,flag_no,,,9573,,,,,1809,,NA,flag_si,,,0.6257,tag_a,8779,0.5716,,8416,2079,,,,,,,,,,0.1848,1451,flag_si,8039,,0.0596
POL9KJPQ8SEUT,6344568-45,CLI0T369O8W42,natural,327901028,Juan Rodríguez,Masivo,Broker,BRKS18L9GJ4,Broker Andes,Vida,Vida Individual,Gold,COP,6576100.0,0,premium,2024-08-11,2024-09-10,mensual,vencida,no,,,,3506800.0,541500.0,4048300.0,contado,trimestral,en_mora,19,2131100.0,2025-12-07,0,0.0,0.0,68,39,A,ASES003,Diana Rojas,2026-01-21,no_contactado,email,2026-01-22,Cliente solicita ajuste de cobertura,+573918782591,juan.rodriguez2@example.com,Cartagena,Bolívar,2025-12-04,2026-01-09,crm,2,52,20207500.0,1,51189300.0,0.1666,,,,,,0.0,-0.0335,IPC,Transferencia,Davivienda,REC209QVWAS1,2026-01-31,2130300.0,preventiva,2026-01-13,contactado,rojo,-498,45,0.8215,0.6728,0.9587,17,0.7035,0.2219,0.788,0.0,31,no,no,25,72,0,0,0,llamada,,es,no,no,sí,64,,0.1712,600400.0,,,google,,q1_2026,email,2026-01-02,,11,sí,baja,incompleta,certificado_bancario,2025-12-19,manual,FACIB739SYIE,2026-01-09,2026-02-03,no,,,,sí,validacion_doc,4,mora,6.182348,-74.685609,media,0.4833,PSE,no,,no,,,,,,,9785,,4478,0.6456,,,,,,0.0456,2281,8832,0.946,2493,flag_no,,4734,flag_no,tag_b,,,,,,,,,0.8422,3156,,,tag_a,flag_si,,,9175,NA,1756,,1137,5363,,,6513,,,,,,,,,8558,,
POL0PL8109JNB,6124793-93,CLIU9WCDB68ZA,jurídica,918059524,Empresa Rodríguez S.A.S.,Corporate,Broker,BRKXJK31DZR,Broker Norte,Autos,Auto Premium,Platinum,COP,6860200.0,5%,basica,2024-12-24,2025-12-24,anual,cancelada,sí,2025-12-24,pendiente,,1264300.0,172700.0,1437000.0,recaudo,mensual,al_dia,0,0.0,2025-10-21,0,0.0,0.0,26,64,B,ASES002,Juan Pérez,2026-01-02,no_interesado,email,2026-01-30,Pendiente documentos,+573234895006,empresa.rodriguez82@example.com,Barranquilla,Atlántico,2025-06-20,2025-12-30,batch_import,3,51,4692300.0,1,11128200.0,0.2183,,,,,,0.0,0.0134,,Transferencia,Bancolombia,RECROG710EQ8,,0.0,normal,,,rojo,-28,45,0.8288,0.8407,0.7759,14,0.4709,0.0947,1.01,0.4172,0,no,no,48,73,0,0,0,,tarde,es,sí,sí,no,55,empresa,0.1614,204100.0,,,,email,brand,portal,2025-12-23,consulta renovación,21,sí,baja,completa,,2025-11-01,electrónica,FACNB9DSSRKF,2025-12-22,2026-01-21,no,,,,sí,datos_inconsistentes,0,,8.363475,-73.969993,media,0.4108,Transferencia,no,,sí,TCK8FMW4V1FJ2,abierto,,0.5469,,,,4710,,0.4751,0.9224,8654,,6877,,tag_b,,0.0727,,,,,,0.2806,,,1347,0.3499,,0.7824,,,,8648,,0.9925,,,8277,,flag_no,,flag_no,,,0.2407,810,,0.8743,,,,flag_si,,0.8306,,,0.2247,0.3993,746,0.4097
POLS57WC8MMFE,8928043-31,CLIMZ99ZJUK9Q,jurídica,981461217,Empresa Torres S.A.S.,PYME,Broker,BRKDBEOKFCR,Broker Andes,Autos,Auto Premium,Gold,COP,4580300.0,$500.000,ampliada,2024-02-24,2025-02-23,anual,cancelada,no,,,,1168700.0,144800.0,1313500.0,financiado,mensual,al_dia,0,0.0,2026-01-07,1,1204500.0,0.917,77,68,B,ASES004,Carlos Díaz,2026-01-15,no_interesado,llamar,2026-02-08,Revisar mora,+573561122703,empresa.torres96@example.com,Barranquilla,Atlántico,2025-06-20,2026-01-04,core,1,63,3538900.0,2,4574900.0,0.2208,,,,,,0.0,0.1364,IPC,Transferencia,Davivienda,RECEHV1WNR1T,,0.0,normal,,,rojo,-332,45,0.7399,0.7616,0.9358,4,0.2859,0.0983,1.271,0.0,23,no,sí,52,80,0,0,0,llamada,noche,es,no,no,sí,65,empresa,0.0945,110400.0,Renueva 2026,web,meta,email,brand,llamada,2025-12-01,pago,28,no,media,completa,,2026-01-01,electrónica,FACOB9V1T4JX,2026-01-19,2026-02-22,no,,,,no,,0,,6.221916,-74.642136,media,0.9965,,sí,2025-09-18,no,,,0.5756,0.1615,,0.4717,1843,3639,4727,,,,,,,,0.5535,,,0.5703,,,0.2101,,9012,tag_a,,0.7423,,0.0252,5406,,,,,0.3548,0.7802,,,,tag_b,,0.5639,0.2612,0.695,,,5258,1821,,0.5674,0.7962,0.735,,,,,8301,,,
POLMPAH3QN21R,4856748-71,CLINF2P091PQF,natural,219814794,Miguel López,PYME,Alianza,,,Cumplimiento,Cumplimiento Contratos,Platinum,COP,1192200.0,10%,basica,2024-10-11,2025-10-11,anual,cancelada,no,,,,1405400.0,197800.0,1603200.0,recaudo,trimestral,al_dia,0,0.0,2025-12-14,0,0.0,0.0,45,31,B,ASES005,María Torres,2026-01-01,no_interesado,email,2026-02-03,Revisar mora,+573341503774,miguel.lopez40@example.com,Barranquilla,Atlántico,2025-06-06,2026-01-01,batch_import,2,58,4942800.0,3,7478700.0,0.2216,,,,,,0.0,-0.0366,,Débito automático,BBVA,RECJ1YOFQT49,,0.0,normal,,,rojo,-102,45,0.8169,0.795,0.9055,10,0.868,0.1713,1.479,0.151,25,no,no,100,50,1,2,0,llamada,,es,no,no,no,70,,0.0,0.0,,callcenter,,organic,brand,llamada,2026-01-08,,56,no,baja,en_revision,certificado_bancario,2025-11-05,electrónica,FACOYBJ7SOYG,2025-10-25,2025-11-25,no,,,,sí,datos_inconsistentes,0,,3.731376,-74.058749,media,0.5505,PSE,sí,2025-05-24,sí,TCKU08L4PJAGX,cerrado,7591,,,,,,452,,0.913,,0.5721,,0.1808,2133,,,,,flag_no,,,,,,0.2688,,,,,,,8899,,,0.1986,,530,,tag_b,flag_si,,0.2469,,,,,NA,0.3064,,tag_a,,,,,,,,,0.5551
POLU45PU2PITT,1545449-60,CLIBMABUHOQJK,jurídica,816338479,Empresa Gómez S.A.S.,Masivo,Broker,BRKE5IMLZ6I,Broker Integral,Autos,Auto Full,A,COP,19889600.0,5%,premium,2025-11-12,2026-11-12,anual,vigente,sí,2026-11-12,aceptada,,689800.0,109300.0,799100.0,recaudo,mensual,al_dia,0,0.0,2025-11-05,1,1753900.0,2.1948,28,64,C,ASES002,Juan Pérez,2025-12-14,no_contactado,email,2026-02-05,Revisar mora,+573945941211,empresa.gomez45@example.com,Medellín,Antioquia,2025-08-04,2025-12-26,crm,4,56,3670000.0,4,7739300.0,0.0937,,2025-12-30,2026-01-16,enviada,,0.119,0.0832,,PSE,Davivienda,REC6ENMB9UPE,,0.0,normal,,,verde,295,45,0.8469,0.7673,0.7823,6,0.9875,0.1401,1.091,0.0876,6,no,sí,6,98,2,0,1,llamada,noche,en,no,sí,sí,88,,0.1203,83000.0,Winback,web,,cpc,,email,2025-11-30,consulta renovación,54,no,baja,incompleta,soat,2025-10-17,manual,FAC4ABAZD84V,2025-12-31,2026-01-21,sí,2025-12-05,ajuste_prima,u_operaciones,sí,datos_inconsistentes,2,,7.516725,-73.85335,alta,0.6791,PSE,sí,2025-10-25,sí,TCKMGHAGMB362,cerrado,,0.76,,,0.3126,,,,,,,8820,flag_no,,0.4107,0.2097,0.9766,,0.6456,,0.9345,0.3034,,0.7819,2193,flag_si,,tag_b,,,,,,0.7659,,4394,9279,,,1602,2962,,,,,,,tag_a,,,0.6917,6531,,,0.9656,6975,,0.3936,
POLJZFUDI4SP7,8734220-91,CLIJ5JGZCY4ML,natural,1011023230,Andrés Gómez,Masivo,Directo,,,Autos,Auto Premium,Silver,COP,5105300.0,$1.000.000,basica+asistencia,2026-01-30,2027-01-30,anual,vigente,sí,2027-01-30,aceptada,,2002800.0,261800.0,2264600.0,contado,anual,al_dia,0,0.0,2025-11-13,1,0.0,0.0,55,33,C,ASES002,Juan Pérez,2026-01-05,interesado,whatsapp,2026-01-25,Pendiente documentos,+573136203942,andres.gomez48@example.com,Bucaramanga,Santander,2025-12-22,2026-01-16,broker,4,56,6276200.0,3,20127800.0,0.0975,,2026-01-03,2026-01-16,enviada,,0.0883,0.2117,Ajuste técnico,Transferencia,Banco de Bogotá,RECBRNU851V9,,0.0,normal,,,verde,374,45,0.6993,0.6743,0.8384,6,0.6362,0.1037,1.195,0.1243,34,no,sí,1,97,0,0,0,email,,en,sí,sí,sí,81,,0.0,0.0,Cross-sell,,meta,email,,portal,2026-01-13,cambio cobertura,23,sí,alta,en_revision,,2025-12-18,manual,FACRX2N75WLN,2025-11-08,2025-12-13,sí,2025-11-11,cambio_cobertura,u_operaciones,sí,datos_inconsistentes,0,,4.589053,-73.19137,baja,0.9093,,sí,2025-07-25,no,,,,0.8755,0.3025,1485,0.8587,,,flag_si,,9732,,,6840,,0.8572,,,,,0.7647,,0.1467,tag_a,,,,,,1226,,0.6903,4024,,,2203,,0.945,,flag_no,,,,NA,,,,,,tag_b,0.6825,,flag_no,,,,flag_si,,,
POLDPEHDM6K6H,3997704-69,CLI4YH5HOA7WK,natural,1133904680,Mariana Díaz,Masivo,Directo,,,Vida,Vida Grupo,Gold,COP,6623100.0,$1.000.000,ampliada,2024-03-24,2025-03-24,anual,vencida,no,,,,1629800.0,264500.0,1894300.0,financiado,anual,al_dia,0,0.0,2026-01-16,1,0.0,0.0,49,47,B,ASES003,Diana Rojas,2025-12-25,contactado,enviar_cotizacion,2026-02-01,Revisar mora,+573511754789,mariana.diaz54@example.com,Cali,Valle del Cauca,2025-12-12,2025-12-28,batch_import,2,29,6111900.0,3,18179500.0,0.2248,,,,,,0.0,0.1818,IPC,Transferencia,Bancolombia,REC94RWGKG5K,,0.0,normal,,,rojo,-303,45,0.8037,0.9707,0.8155,13,0.7308,0.1133,0.028,0.2681,25,no,sí,53,96,1,1,1,llamada,noche,en,sí,sí,sí,51,,0.0,0.0,Winback,callcenter,google,organic,brand,email,2025-12-03,,48,no,baja,completa,,2025-12-04,electrónica,FACPUKQHPZCA,2026-01-21,2026-02-21,sí,2025-11-18,ajuste_prima,u_comercial,no,,2,vencimiento,8.640327,-73.419122,baja,0.6777,Transferencia,no,,sí,TCKLVA2UHTJPK,,,,,1349,,,5757,0.7204,,,,6352,0.5111,,flag_si,,,8510,,,549,flag_no,,flag_no,1802,,,,9209,,,,,0.6043,,0.4609,,,,,,,,3456,,,1970,,,6891,,0.8287,0.8296,1331,8386,,7059,,
POL9LAYKE3ZCX,8089840-99,CLIK3ZY5SRO0L,natural,1866109994,Sofía Torres,Masivo,Broker,BRKNNXXYMXU,Broker Andes,Salud,Salud Complementaria,Gold,COP,26212900.0,0,basica+asistencia,2025-05-19,2025-06-18,mensual,vencida,sí,2025-06-18,pendiente,,1171500.0,146300.0,1317800.0,recaudo,trimestral,al_dia,0,0.0,2025-11-09,2,1340600.0,1.0173,71,56,B,ASES001,Laura Gómez,2025-12-22,no_contactado,whatsapp,2026-02-09,Revisar mora,+573733144457,sofia.torres93@example.com,Barranquilla,Atlántico,2026-01-17,2026-01-04,batch_import,3,60,1913700.0,6,6321300.0,0.1114,,,,,,0.0,-0.0021,,PSE,,REC37RUPL5H2,,0.0,normal,,,rojo,-217,45,0.8539,0.7939,0.7395,4,0.7222,0.0,1.206,0.2015,12,no,sí,53,92,0,2,0,email,tarde,en,sí,sí,sí,67,,0.1146,134300.0,Cross-sell,web,meta,email,brand,whatsapp,2026-01-14,soporte,46,no,baja,en_revision,certificado_bancario,2025-11-25,electrónica,FAC9VCMTGN9T,2025-12-18,2026-01-11,no,,,,sí,validacion_doc,1,mora,4.990334,-72.31868,media,0.2983,,sí,2025-06-23,no,,,flag_no,0.5055,1526,,,,,,flag_no,,,,,,515,,0.5078,flag_si,,,,6793,4849,0.1384,0.9827,,flag_si,,,5552,flag_no,7650,1455,,,,1840,6305,0.25,,,,,,,,7475,,0.0734,,flag_no,4334,,,0.6631,,4146,,
POLINATJQ37CV,8530609-10,CLI37FF5HVV7F,natural,530298888,Andrés Gómez,Masivo,Broker,BRKQG6PKISB,Broker Capital,Cumplimiento,Cumplimiento Judicial,A,COP,14590000.0,5%,ampliada,2026-01-27,2026-07-26,semestral,vigente,sí,2026-07-26,en_gestion,,690800.0,93600.0,784400.0,contado,trimestral,al_dia,0,0.0,2025-12-20,0,0.0,0.0,44,74,C,ASES005,María Torres,2026-01-16,reagenda,enviar_cotizacion,2026-02-02,Cliente solicita ajuste de cobertura,+573341713055,andres.gomez18@example.com,Barranquilla,Atlántico,2025-01-21,2026-01-09,batch_import,2,64,1760100.0,3,3231200.0,0.2396,,,,,,0.0,0.1603,Ajuste técnico,PSE,Davivienda,REC53J5SFMZQ,,0.0,normal,,,verde,186,45,0.7073,0.7491,0.8735,12,0.7024,0.1169,0.64,0.3633,15,no,no,72,60,0,1,0,llamada,tarde,es,sí,sí,no,35,,0.1441,99500.0,,broker,google,organic,brand,email,2025-12-16,cambio cobertura,23,sí,alta,en_revision,cedula,2025-12-20,electrónica,FACVNFOWAPCQ,2025-11-10,2025-12-16,sí,2025-12-28,ajuste_prima,,sí,recaudo,1,docs,7.768401,-72.023461,alta,0.4353,Transferencia,no,,no,,,3106,NA,,tag_b,,,,,7641,flag_no,0.1191,1103,tag_a,3716,0.5124,0.3488,9240,,,,,5265,,8905,,,7123,6287,,2218,,,2479,,,,,7937,tag_b,1676,4276,6564,,NA,flag_si,6062,,,,,,45,,,,,7869,,0.3748
POLRHGR8CP11G,1754781-28,CLIJZL8XRW4DB,natural,1608180620,Mateo Herrera,Masivo,Directo,,,RC,RC Profesional,A,COP,9012200.0,0,basica,2024-05-03,2025-05-03,anual,vencida,sí,2025-05-03,en_gestion,,3614900.0,481800.0,4096700.0,recaudo,mensual,al_dia,0,0.0,2025-10-10,0,0.0,0.0,78,53,A,ASES003,Diana Rojas,2026-01-02,interesado,enviar_cotizacion,2026-01-31,Revisar mora,+573641689837,mateo.herrera93@example.com,Bucaramanga,Santander,2025-03-15,2026-01-19,batch_import,1,89,21240200.0,4,41187100.0,0.0969,,,,,,0.0,0.0985,IPC,Efectivo,Banco de Bogotá,RECPP8OEI975,,0.0,normal,,,rojo,-263,45,0.742,0.9204,0.8865,7,0.8303,0.1002,0.309,0.0933,21,no,sí,0,80,2,1,1,email,mañana,en,no,no,sí,100,,0.0,0.0,Winback,web,linkedin,email,,llamada,2026-01-05,consulta renovación,10,sí,baja,incompleta,,2026-01-21,manual,FACM003L4JZW,2025-10-28,2025-11-30,sí,2025-11-05,actualizacion_datos,,sí,,3,mora,10.895168,-73.349869,baja,0.2486,Tarjeta,sí,2025-03-27,sí,TCK62ZLLT99I7,en_progreso,,0.0682,0.1871,653,,,0.5555,4566,344,8751,,,,5536,,0.2914,,,3337,5612,2165,,NA,tag_a,,,0.4174,0.3769,0.8759,0.9053,,,NA,,NA,,flag_si,1518,,4622,0.493,,,0.3302,,,,,,,,,,,,6607,,flag_no,
POLXHPCOCWMIJ,9152344-59,CLI8NKRZ25YYE,natural,1884279948,Juan Rodríguez,Corporate,Directo,,,Salud,Salud Complementaria,Silver,COP,10599100.0,$500.000,basica+asistencia,2025-01-20,2026-01-20,anual,vencida,no,,,,1494500.0,217300.0,1711800.0,financiado,trimestral,en_mora,18,790800.0,2026-01-12,0,0.0,0.0,38,52,B,ASES005,María Torres,2026-01-02,contactado,email,2026-02-02,Enviar propuesta,+573193060906,juan.rodriguez32@example.com,Barranquilla,Atlántico,2025-03-07,2026-01-04,core,1,83,7132100.0,3,22295400.0,0.1338,,,,,,0.0,0.0813,,Transferencia,Bancolombia,RECHNOL3OBOP,2026-01-22,542100.0,temprana,2026-01-05,contactado,rojo,-1,45,0.9456,0.7969,0.7953,5,0.5522,0.023,1.166,0.0,16,no,sí,52,65,0,1,1,llamada,mañana,es,no,sí,sí,75,,0.0,0.0,Renueva 2026,referido,linkedin,organic,q1_2026,email,2025-12-31,pago,26,no,media,incompleta,,2025-11-23,,,,,no,,,,sí,validacion_doc,4,vencimiento,3.622852,-72.245035,media,0.247,PSE,sí,2025-04-23,no,,,4223,0.1599,NA,flag_si,,9911,,,,,,,8978,5699,8673,,0.6912,0.1676,0.3103,,,0.5033,6078,,,,,,,tag_b,,,,,,,,6907,0.7964,,,,tag_a,,,,,,,1477,,0.7395,,,,6118,,,
POLQU017WTP0K,7788325-84,CLINJ0HYL77VL,natural,718879468,Valentina Díaz,Masivo,Alianza,,,Vida,Vida Plus,C,COP,5652400.0,0,ampliada,2025-09-10,2025-12-09,trimestral,cancelada,no,,,,939800.0,145300.0,1085100.0,contado,anual,al_dia,0,0.0,2025-11-11,0,0.0,0.0,51,47,B,ASES004,Carlos Díaz,2025-12-27,reagenda,llamar,2026-02-02,Cliente solicita ajuste de cobertura,+573950449107,valentina.diaz16@example.com,Barranquilla,Atlántico,2025-05-15,2026-01-14,crm,2,24,1974600.0,5,4003900.0,0.1196,,,,,,0.0,0.1354,IPC,Débito automático,Davivienda,REC9Y42DJ43D,,0.0,normal,,,rojo,-43,45,0.9158,0.6424,0.8134,8,0.7218,0.2089,0.075,0.0306,34,no,sí,43,76,0,0,0,llamada,,es,no,sí,sí,76,,0.0,0.0,Winback,broker,google,organic,renewals,email,2026-01-06,pago,51,no,media,incompleta,,2025-10-03,,,,,sí,2025-12-19,cambio_cobertura,,no,,1,,10.582238,-76.723405,alta,0.7635,Débito,sí,2025-04-23,no,,,,,2,,3734,0.6356,,,,tag_b,9906,2446,0.356,,5429,0.1485,0.5965,,,,0.8144,,tag_a,,1137,,flag_si,,6444,0.3821,flag_no,3019,0.1323,,2466,0.1967,,,,tag_b,0.2375,,tag_b,,,,tag_b,,857,,0.2999,,,4984,,,615,4874,2167
